age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
15,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
26,Private,Less than high school,Other, Black, Male,Trade,-0.15954615253005786, - 50000.
57,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
60,Self-employed,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
62,Self-employed,Graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
40,Private,Graduate,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
58,Government,High school graduate,Married, White, Male,Services/Administration,1.6328396050624017, - 50000.
37,Government,Bachelors degree(BA AB BS),Married, Other, Female,Services/Administration,-0.15954615253005786, - 50000.
44,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
32,Private,High school graduate,Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
54,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
68,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-1.1451748610935675, - 50000.
41,Private,Less than high school,Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,Graduate,Never married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
45,Private,Less than high school,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",1.2792240935210029, - 50000.
54,Private,Bachelors degree(BA AB BS),Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
33,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
35,Private,Bachelors degree(BA AB BS),Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
39,Government,High school graduate,Other, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Other, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
16,Private,Less than high school,Never married, White, Male,Management,-0.15954615253005786, - 50000.
42,Self-employed,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Female,Management,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Self-employed,Graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
37,Government,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
26,Private,High school graduate,Never married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
45,Self-employed,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,1.2636301539718362, - 50000.
43,Private,Some college/Vocational,Married, White, Male,"Arts, Entertainment, and Recreation",-1.1360019554764105, - 50000.
67,Self-employed,High school graduate,Married, White, Female,Manufacturing,-1.2497459851291561, - 50000.
47,Self-employed,Some college/Vocational,Married, White, Female,Trade,-0.15954615253005786, - 50000.
46,Self-employed,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
28,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
58,Private,High school graduate,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
54,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
53,Private,Some college/Vocational,Married, Asian or Pacific Islander, Male,Utilities,-0.15954615253005786, - 50000.
42,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
16,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
73,Private,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
28,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Self-employed,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Government,Graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
32,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, 50000+.
25,Private,Some college/Vocational,Other, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Government,Bachelors degree(BA AB BS),Married, Black, Female,Other,-0.15954615253005786, - 50000.
20,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
48,Government,Bachelors degree(BA AB BS),Other, White, Female,Other,-0.15954615253005786, - 50000.
28,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
26,Private,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
43,Private,Some college/Vocational,Other, White, Male,Utilities,-0.15954615253005786, 50000+.
26,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
69,Self-employed,Graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
54,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Government,Some college/Vocational,Married, Black, Male,Utilities,-0.15954615253005786, 50000+.
42,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, 50000+.
30,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Self-employed,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,High school graduate,Other, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",2.981715376065325, - 50000.
54,Government,High school graduate,Never married, Black, Female,Other,-0.15954615253005786, - 50000.
90,Private,Less than high school,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
35,Self-employed,Graduate,Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
23,Private,Less than high school,Never married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
57,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,1.023758672083183, - 50000.
29,Private,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
31,Private,High school graduate,Married, White, Male,Manufacturing,1.4048929004760524, - 50000.
41,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,1.1379613470167866, - 50000.
32,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Bachelors degree(BA AB BS),Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
57,Government,Bachelors degree(BA AB BS),Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
47,Private,High school graduate,Married, Other, Male,Construction,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
31,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
43,Self-employed,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
60,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Female,Utilities,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,Less than high school,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
43,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
40,Private,High school graduate,Other, White, Male,Trade,-0.15954615253005786, - 50000.
15,Self-employed,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Less than high school,Married, White, Male,Construction,-1.1002276235694985, - 50000.
39,Private,High school graduate,Married, Black, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
29,Private,Bachelors degree(BA AB BS),Married, White, Male,Utilities,-0.15954615253005786, - 50000.
40,Private,Some college/Vocational,Other, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,Graduate,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
68,Private,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
62,Private,High school graduate,Other, Amer Indian Aleut or Eskimo, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
35,Government,Some college/Vocational,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
40,Private,Less than high school,Never married, White, Female,Trade,-0.15954615253005786, - 50000.
25,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
60,Self-employed,Less than high school,Married, Black, Male,Utilities,-0.15954615253005786, - 50000.
49,Government,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
45,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,3.3665187667050573, - 50000.
28,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Less than high school,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
42,Self-employed,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
37,Private,Bachelors degree(BA AB BS),Never married, Black, Female,Services/Administration,3.7912242967794216, - 50000.
35,Private,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
19,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Private,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
40,Private,Graduate,Married, Black, Female,Manufacturing,-0.15954615253005786, - 50000.
26,Government,Some college/Vocational,Never married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
44,Self-employed,Graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
39,Private,High school graduate,Never married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
30,Private,Some college/Vocational,Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
26,Government,Some college/Vocational,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Private,Less than high school,Never married, White, Female,Utilities,-1.0772953595266064, - 50000.
29,Self-employed,Bachelors degree(BA AB BS),Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
40,Private,Graduate,Married, White, Male,Manufacturing,6.73114054707821, 50000+.
19,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
48,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
36,Private,High school graduate,Married, White, Female,Hospitals/Health care,1.5745916543934553, - 50000.
69,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-1.7648046355325164, - 50000.
56,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Self-employed,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
34,Government,Some college/Vocational,Married, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
35,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,High school graduate,Other, White, Female,Manufacturing,-0.15954615253005786, - 50000.
37,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Self-employed,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
53,Private,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, 50000+.
36,Private,Bachelors degree(BA AB BS),Married, Other, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
53,Government,Bachelors degree(BA AB BS),Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
48,Private,High school graduate,Other, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
35,Private,High school graduate,Other, Amer Indian Aleut or Eskimo, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
18,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
39,Private,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Government,Bachelors degree(BA AB BS),Other, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
22,Private,Some college/Vocational,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
28,Private,High school graduate,Never married, Black, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
28,Government,Graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
58,Government,Less than high school,Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
55,Self-employed,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
32,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
42,Private,High school graduate,Other, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
35,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
69,Private,Less than high school,Married, White, Male,Trade,-1.1992950042347932, - 50000.
31,Private,Bachelors degree(BA AB BS),Married, White, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
19,Private,High school graduate,Never married, Black, Male,Hospitals/Health care,-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
25,Private,Less than high school,Married, White, Female,Management,-0.15954615253005786, - 50000.
28,Self-employed,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,3.1876471071704975, - 50000.
42,Private,Some college/Vocational,Married, White, Male,Management,-0.15954615253005786, - 50000.
42,Private,High school graduate,Married, Black, Female,"Computer, Information",-0.15954615253005786, - 50000.
31,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
45,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Private,High school graduate,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
40,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
64,Private,Less than high school,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
31,Private,Bachelors degree(BA AB BS),Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
53,Private,Less than high school,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
49,Self-employed,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
61,Self-employed,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Self-employed,High school graduate,Never married, Black, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
24,Private,High school graduate,Never married, White, Male,Management,-0.15954615253005786, - 50000.
33,Self-employed,High school graduate,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
52,Private,High school graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
22,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Construction,-0.15954615253005786, 50000+.
34,Government,High school graduate,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
32,Private,Less than high school,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
64,Self-employed,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Other, White, Male,Finance/Insurance/Real Estate,-0.9580475865035666, - 50000.
37,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
65,Self-employed,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
33,Private,Less than high school,Other, White, Male,Manufacturing,-0.15954615253005786, - 50000.
28,Private,High school graduate,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
60,Government,Graduate,Married, White, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
24,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,High school graduate,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
38,Private,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
53,Private,Less than high school,Married, Other, Male,"Computer, Information",-0.15954615253005786, - 50000.
24,Private,Bachelors degree(BA AB BS),Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
38,Private,High school graduate,Married, White, Male,Construction,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, Other, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
50,Government,High school graduate,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
43,Self-employed,Bachelors degree(BA AB BS),Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
32,Private,Some college/Vocational,Never married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, Other, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Management,-0.9580475865035666, - 50000.
56,Private,Some college/Vocational,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
54,Private,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
50,Government,High school graduate,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
48,Private,Less than high school,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
45,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
54,Self-employed,Graduate,Other, White, Female,Finance/Insurance/Real Estate,2.4643634992576753, - 50000.
38,Government,Some college/Vocational,Married, White, Male,Other,-0.15954615253005786, 50000+.
21,Government,Some college/Vocational,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,High school graduate,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
49,Self-employed,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
55,Private,Some college/Vocational,Married, Asian or Pacific Islander, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
19,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
31,Private,Some college/Vocational,Married, Black, Female,Services/Administration,-0.15954615253005786, - 50000.
38,Self-employed,High school graduate,Married, White, Male,Utilities,1.4292011003615184, - 50000.
34,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Government,Some college/Vocational,Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
54,Government,Less than high school,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
36,Private,Bachelors degree(BA AB BS),Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
25,Private,Some college/Vocational,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
37,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
15,Private,Less than high school,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, Amer Indian Aleut or Eskimo, Male,Services/Administration,-0.15954615253005786, - 50000.
36,Private,High school graduate,Never married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Male,Management,-0.15954615253005786, - 50000.
56,Private,Bachelors degree(BA AB BS),Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
61,Government,Bachelors degree(BA AB BS),Other, White, Male,Services/Administration,4.665402202094475, 50000+.
43,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Self-employed,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,Less than high school,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
40,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
39,Private,High school graduate,Married, White, Female,Trade,-0.15954615253005786, - 50000.
28,Private,Bachelors degree(BA AB BS),Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
21,Government,Some college/Vocational,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
19,Private,Some college/Vocational,Never married, Asian or Pacific Islander, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,Graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, 50000+.
52,Government,Graduate,Married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, 50000+.
38,Private,Bachelors degree(BA AB BS),Married, White, Female,Management,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
22,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
56,Government,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
46,Private,Some college/Vocational,Other, White, Male,Management,-0.15954615253005786, 50000+.
45,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
56,Private,Less than high school,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Private,Less than high school,Never married, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
26,Private,High school graduate,Other, White, Male,Construction,-0.15954615253005786, - 50000.
21,Private,High school graduate,Other, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
45,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
19,Private,High school graduate,Married, White, Female,Management,-0.15954615253005786, - 50000.
30,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
46,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Self-employed,High school graduate,Married, White, Male,Management,-0.15954615253005786, - 50000.
32,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,High school graduate,Married, White, Male,Manufacturing,6.73114054707821, 50000+.
64,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
29,Private,Some college/Vocational,Never married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
25,Government,Bachelors degree(BA AB BS),Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
31,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-1.2671745058017543, 50000+.
39,Private,High school graduate,Married, White, Male,Management,-0.15954615253005786, - 50000.
47,Private,Some college/Vocational,Married, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
49,Private,Some college/Vocational,Never married, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
